v1,v2,v3,y,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,km,1,2,3,4
0.317648583,0.395424861,0.286925822,5,4.999999167,0,3.333332778,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,2.666665778,2.9999994,3.19999936,0,0,4,0,0.42,0,0.58
0.24970803,0.361975549,0.388315844,3,4.999999167,0,4.999999167,0,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,2.9999994,1.59999968,0,2.499999375,2,0,1,0,0
0,0.61713103,0.3828681,4,4.166665972,0,4.166665972,0,0,0,0,0,0,0,0,0,4.99999875,0,0,1.19999976,1.59999968,0,4.99999875,1,1,0,0,0
0,0.82233491,0.177664155,4,4.166665972,0,4.166665972,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,2.39999952,1.59999968,0,1.249999688,1,1,0,0,0
0.340933488,0.354606622,0.304459102,5,2.499999583,0,4.166665972,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.9999994,0.79999984,0,4.99999875,2,0,0.66,0.12,0.22
0.090387477,0.588133403,0.32147839,4,4.166665972,0,4.166665972,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,2.9999994,1.59999968,0,4.99999875,1,1,0,0,0
0.324421834,0.507743135,0.167834244,4,4.999999167,0,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,0,4,0,0,0,1
0.294041923,0.320992974,0.384964503,5,2.499999583,1.666666389,2.499999583,2.499999583,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,2.666665778,2.9999994,3.19999936,0,3.749999063,2,0,1,0,0
0.273872343,0.442760314,0.283366584,3,4.999999167,0,4.166665972,0.833333194,0,0,0,0,0,0,0,0,0,4.99999875,3.999998667,2.9999994,1.59999968,0,0,4,0,0.36,0,0.64
0.212298656,0.30614203,0.481558681,2,0.833333194,1.666666389,4.999999167,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,3.999998667,1.19999976,2.39999952,0,4.99999875,2,0,1,0,0
0.293325698,0.436373943,0.270299648,4,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,3.19999936,0,2.499999375,4,0,0.12,0,0.88
0.436229795,0.343537142,0.220232321,4,2.499999583,2.499999583,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,1.249999688,3,0,0,0.4,0.6
0.286814566,0.448885099,0.26429964,4,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,2.499999375,4,0,0.06,0,0.94
0.208421857,0.422181683,0.369395711,1,2.499999583,2.499999583,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,1.79999964,2.39999952,0,4.99999875,2,0,1,0,0
0.580733692,0.16368889,0.255576636,2,0.833333194,2.499999583,0,4.999999167,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,0,1.79999964,2.39999952,0,2.499999375,3,0,0,1,0
0.285923967,0.521253548,0.192821692,2,4.999999167,0,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,2.39999952,0,1.249999688,4,0,0,0,1
0.219190632,0.301581524,0.479227338,4,4.999999167,0,4.999999167,0,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0,0.637277299,0.362721877,4,4.166665972,0,4.166665972,0,0,0,0,0,0,0,0,0,4.99999875,0,0,2.39999952,1.59999968,0,4.99999875,1,1,0,0,0
0.196196346,0.321683181,0.482119839,3,4.999999167,0,3.333332778,0,0,0,0,0,0,0,0,0,0,4.99999875,3.999998667,2.39999952,2.39999952,0,4.99999875,2,0,1,0,0
0.575341468,0.376650634,0.048006998,3,3.333332778,1.666666389,3.333332778,1.666666389,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,0.79999984,0,0,4,0,0,0.56,0.44
0.098253243,0.550880129,0.350865993,4,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,1.333332889,2.9999994,3.19999936,0,3.749999063,1,1,0,0,0
0.568806514,0.276317443,0.154875075,5,0.833333194,2.499999583,3.333332778,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,2.39999952,0,0,3,0,0,1,0
0.361442288,0.341896269,0.296660769,4,4.166665972,0.833333194,1.666666389,3.333332778,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,0,2.39999952,1.59999968,0,4.99999875,2,0,0.52,0.28,0.2
0.333786411,0.300539999,0.365672829,4,0,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,3.999998667,1.19999976,3.19999936,0,0,2,0,0.98,0.02,0
0.121896409,0.380621276,0.497481789,5,4.166665972,0,4.999999167,0,0,0,0,0,1.999998,0,0,1.999998,1.249999688,3.749999063,3.999998667,2.39999952,3.19999936,0,4.99999875,2,0.04,0.96,0,0
0.607164085,0.24084805,0.151986915,2,0,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,1.79999964,2.39999952,0,0,3,0,0,1,0
0.340625878,0.417890733,0.241482654,4,4.999999167,0,2.499999583,2.499999583,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,1.333332889,2.39999952,1.59999968,0,0,4,0,0,0,1
0.15342875,0.391975312,0.454595396,5,4.166665972,0.833333194,4.999999167,0,0,0,0,0,1.999998,0,0,1.999998,1.249999688,3.749999063,3.999998667,2.39999952,1.59999968,0,4.99999875,2,0,1,0,0
0.518120508,0.34080436,0.14107425,4,1.666666389,2.499999583,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,1.79999964,2.39999952,0,0,3,0,0,0.68,0.32
0.15895789,0.354489207,0.48655239,5,1.666666389,2.499999583,4.999999167,0,0,0,0,0,1.999998,0,0,1.999998,2.499999375,2.499999375,3.999998667,2.9999994,3.19999936,0,4.99999875,2,0,1,0,0
0.426795127,0.279403897,0.293800308,4,3.333332778,1.666666389,0.833333194,4.166665972,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,0,2.39999952,1.59999968,0,4.99999875,3,0,0,1,0
0.19380487,0.325209269,0.480985353,4,4.999999167,0,3.333332778,1.666666389,0,0,0,0,1.999998,0,1.999998,0,2.499999375,2.499999375,3.999998667,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.19380487,0.325209269,0.480985353,4,4.999999167,0,3.333332778,1.666666389,0,0,0,0,1.999998,0,1.999998,0,2.499999375,2.499999375,3.999998667,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.19380487,0.325209269,0.480985353,4,4.999999167,0,3.333332778,1.666666389,0,0,0,0,1.999998,0,1.999998,0,2.499999375,2.499999375,3.999998667,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.2794266,0.37725064,0.343322082,5,2.499999583,0.833333194,4.166665972,0.833333194,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,3.999998667,2.9999994,1.59999968,0,0,2,0,1,0,0
0.186289678,0.243497749,0.570211971,3,2.499999583,0,2.499999583,0,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,3.999998667,1.79999964,3.19999936,0,4.99999875,2,0,1,0,0
0.177469173,0.473371241,0.349158959,5,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,2.666665778,2.9999994,3.19999936,0,2.499999375,2,0.48,0.52,0,0
0.035601796,0.494738695,0.469658818,4,2.499999583,0,4.166665972,0.833333194,0,0,0,0,1.999998,0,0,0,4.99999875,0,0,2.9999994,3.19999936,0,4.99999875,1,0.94,0.06,0,0
0.362913126,0.470199806,0.166886286,4,3.333332778,1.666666389,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,0,4,0,0,0,1
0.146943629,0.650338498,0.202716922,4,4.166665972,0,4.999999167,0,0,0,0,0,0,0,0,0,2.499999375,2.499999375,0,2.39999952,3.19999936,0,0,1,0.92,0,0,0.08
0.191387272,0.610589764,0.198022036,3,0,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,2.39999952,3.19999936,0,0,1,0.68,0,0,0.32
0.380365287,0.420125244,0.199508649,5,2.499999583,2.499999583,3.333332778,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,2.39999952,0,1.249999688,4,0,0,0,1
0.155717575,0.591247108,0.253034542,5,4.999999167,0,4.999999167,0,0,0,0,0,0,0,1.999998,0,3.749999063,1.249999688,0,1.79999964,2.39999952,0,2.499999375,1,0.94,0,0,0.06
0.380810437,0.209580723,0.4096081,4,0.833333194,2.499999583,2.499999583,0.833333194,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,2.666665778,1.19999976,2.39999952,0,1.249999688,3,0,0.1,0.9,0
0.179116097,0.532494042,0.288389152,5,4.166665972,0.833333194,4.999999167,0,0,0,0,0,1.999998,0,1.999998,0,3.749999063,1.249999688,0,2.39999952,1.59999968,0,2.499999375,1,0.92,0.02,0,0.06
0.125394454,0.431321373,0.443283362,3,2.499999583,0,4.999999167,0,0,0,0,0,0,0,0,0,2.499999375,2.499999375,0,1.19999976,3.19999936,0,4.99999875,2,0.2,0.8,0,0
0.439132983,0.217556103,0.343310278,4,1.666666389,3.333332778,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,1.79999964,1.59999968,0,2.499999375,3,0,0,1,0
0.214356041,0.464514074,0.321129192,2,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,1.79999964,3.19999936,0,3.749999063,2,0.1,0.78,0,0.12
0,0.491690043,0.508309369,4,4.999999167,0,2.499999583,0,0,0,0,0,1.999998,0,0,1.999998,4.99999875,0,3.999998667,2.39999952,3.19999936,0,3.749999063,1,0.9,0.1,0,0
0.230724757,0.441030225,0.328244379,5,4.166665972,0.833333194,4.999999167,0,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,2.499999375,2,0,1,0,0
0.342984928,0.299366778,0.357647462,4,0.833333194,2.499999583,0.833333194,1.666666389,0,0,0,0,1.999998,0,0,1.999998,2.499999375,2.499999375,0,1.79999964,3.19999936,0,1.249999688,2,0,0.84,0.16,0
0,0.771668271,0.228330893,4,4.166665972,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,2.39999952,1.59999968,0,2.499999375,1,1,0,0,0
0.408244824,0.290703697,0.301050783,1,2.499999583,2.499999583,4.166665972,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.9999992,0,2.499999375,3,0,0,1,0
0.536287794,0.278751334,0.184959716,3,1.666666389,2.499999583,1.666666389,0,0,0,0,0,0,0,0,0,0,4.99999875,0,2.39999952,2.39999952,0,0,3,0,0,1,0
0.362233022,0.218592824,0.419173537,2,2.499999583,2.499999583,4.166665972,0,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,0,1.19999976,3.19999936,0,4.99999875,3,0,0.26,0.74,0
0.268940375,0.638304199,0.092754557,4,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,1.59999968,0,0,4,0.18,0,0,0.82
0.11041212,0.571262449,0.318324538,4,1.666666389,0,4.166665972,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,2.39999952,1.59999968,0,3.749999063,1,1,0,0,0
0.400108566,0.378471577,0.22141911,2,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,1.249999688,4,0,0,0.08,0.92
0.372844452,0.265495737,0.361659176,5,1.666666389,2.499999583,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,2.39999952,0.79999984,0,3.749999063,3,0,0.24,0.76,0
0.131582613,0.504656613,0.363760135,4,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,3.999998667,2.39999952,0.79999984,0,3.749999063,1,0.9,0.1,0,0
0.233649251,0.397251038,0.369099063,4,4.166665972,0,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,3.999998667,2.39999952,0.79999984,0,3.749999063,2,0,1,0,0
0.655416652,0.208044665,0.13653783,4,0.833333194,4.166665972,2.499999583,2.499999583,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.19999976,2.39999952,0,0,3,0,0,1,0
0.152142852,0.34985474,0.498001862,5,0.833333194,2.499999583,4.999999167,0,0,0,0,0,1.999998,0,1.999998,0,4.99999875,0,2.666665778,2.39999952,3.9999992,0,4.99999875,2,0,1,0,0
0.360317254,0.350637402,0.289044459,5,2.499999583,0,2.499999583,0.833333194,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,2.39999952,2.39999952,0,2.499999375,2,0,0.48,0.2,0.32
0.403729243,0.204652642,0.391617428,5,0,2.499999583,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,1.79999964,0.79999984,0,3.749999063,3,0,0,1,0
0.038384535,0.67864393,0.282970791,3,4.166665972,0,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,2.9999994,3.19999936,0,2.499999375,1,1,0,0,0
0.306621376,0.228178297,0.465199755,5,3.333332778,1.666666389,4.166665972,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,1.19999976,3.19999936,0,4.99999875,2,0,0.96,0.04,0
0.384970839,0.187012904,0.428015602,3,0,2.499999583,4.166665972,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,2.39999952,0.79999984,0,4.99999875,3,0,0.14,0.86,0
0.321032476,0.48713284,0.191833896,4,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,2.39999952,2.39999952,0,1.249999688,4,0,0,0,1
0.252860264,0.278062119,0.469077121,5,2.499999583,2.499999583,4.999999167,0,0,0,0,0,1.999998,0,1.999998,0,1.249999688,3.749999063,3.999998667,2.9999994,3.19999936,0,4.99999875,2,0,1,0,0
0.407857381,0.286194402,0.305947426,4,0.833333194,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,0,0,0,4.99999875,0,2.9999994,0.79999984,0,4.99999875,3,0,0,1,0
0.32509415,0.44505621,0.229848799,4,4.999999167,0,2.499999583,2.499999583,0,0,0,0,0,0,0,0,1.249999688,3.749999063,0,2.39999952,1.59999968,0,2.499999375,4,0,0,0,1
0.380320346,0.394440428,0.22523848,4,3.333332778,1.666666389,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,1.333332889,2.39999952,3.19999936,0,0,4,0,0,0,1
0.314703592,0.496534111,0.188761412,1,2.499999583,0,4.999999167,0,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,2.9999994,3.19999936,0,0,4,0,0,0,1
0.291577348,0.471383408,0.237038436,4,4.166665972,0.833333194,4.999999167,0,0,0,0,0,1.999998,0,0,0,0,4.99999875,0,2.9999994,2.39999952,0,0,4,0,0,0,1
0.297751773,0.445519041,0.256728223,4,2.499999583,0,4.999999167,0,0,0,0,0,0,0,0,0,0,4.99999875,0,2.39999952,3.9999992,0,0,4,0,0.02,0,0.98
0.416618858,0.325192344,0.258188021,1,2.499999583,1.666666389,4.166665972,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,1.333332889,2.39999952,2.39999952,0,1.249999688,3,0,0,0.78,0.22
0.213253463,0.398107496,0.388638289,4,2.499999583,1.666666389,2.499999583,1.666666389,0,0,0,0,0,0,0,0,3.749999063,1.249999688,0,2.39999952,3.9999992,0,3.749999063,2,0,1,0,0
0.279560899,0.286559842,0.433878536,4,2.499999583,0.833333194,2.499999583,1.666666389,0,0,0,0,0,0,0,0,1.249999688,3.749999063,0,2.39999952,3.9999992,0,4.99999875,2,0,1,0,0
0.310448924,0.395106758,0.294443565,5,2.499999583,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,2.666665778,2.39999952,3.19999936,0,0,2,0,0.54,0,0.46
0.429348846,0.348533835,0.222116486,5,4.166665972,0.833333194,2.499999583,2.499999583,0,0,0,0,0,0,0,0,0,4.99999875,0,2.39999952,3.9999992,0,0,3,0,0,0.4,0.6
0.390678575,0.337248083,0.272072613,4,2.499999583,1.666666389,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,2.39999952,1.59999968,0,0,3,0,0.2,0.52,0.28
0.293103865,0.545740053,0.161155257,4,4.999999167,0,4.999999167,0,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,1.333332889,2.39999952,1.59999968,0,0,4,0,0,0,1
0.231137022,0.524730161,0.244132069,2,4.166665972,0.833333194,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,0,2.39999952,2.39999952,0,2.499999375,4,0.26,0,0,0.74
0.37020961,0.19386337,0.435926484,5,0,4.166665972,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,2.9999994,3.19999936,0,4.99999875,3,0,0.26,0.74,0
0.149738966,0.574291374,0.275968933,3,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,0,2.39999952,3.19999936,0,2.499999375,1,1,0,0,0
0.336109085,0.342211447,0.321678815,2,3.333332778,1.666666389,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,2.39999952,0,4.99999875,2,0,0.92,0.08,0
0.343848214,0.289460188,0.366691013,5,3.333332778,1.666666389,4.166665972,0.833333194,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,0,2.9999994,2.39999952,0,4.99999875,2,0,0.82,0.18,0
0.378512544,0.483262708,0.138223884,3,3.333332778,1.666666389,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,1.79999964,2.39999952,0,0,4,0,0,0,1
0.232353738,0.548272439,0.219372922,3,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,0,2.499999375,2.499999375,0,1.79999964,2.39999952,0,1.249999688,4,0.22,0,0,0.78
0.231053043,0.334933354,0.434013069,4,3.333332778,1.666666389,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,3.999998667,2.9999994,3.19999936,0,4.99999875,2,0,1,0,0
0.046716332,0.808275264,0.145007498,2,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,1.79999964,2.39999952,0,0,1,1,0,0,0
0.030874211,0.54586036,0.42326483,4,4.166665972,0.833333194,4.166665972,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,3.999998667,2.9999994,1.59999968,0,4.99999875,1,1,0,0,0
0.328317247,0.319973558,0.351708552,2,4.166665972,0.833333194,3.333332778,1.666666389,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.79999964,3.19999936,0,4.99999875,2,0,1,0,0
0.494052307,0.228562719,0.277384231,5,2.499999583,2.499999583,0.833333194,2.499999583,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,3.999998667,2.39999952,1.59999968,0,0,3,0,0,1,0
0.042106356,0.754584629,0.203308198,3,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,1.333332889,2.39999952,2.39999952,0,0,1,1,0,0,0
0.417029322,0.212945444,0.370024607,5,2.499999583,2.499999583,0.833333194,2.499999583,0,0,0,0,1.999998,0,1.999998,0,1.249999688,3.749999063,3.999998667,2.9999994,1.59999968,0,1.249999688,3,0,0,1,0
0.297436584,0.250389696,0.452173214,5,3.333332778,1.666666389,4.166665972,0.833333194,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,2.9999994,2.39999952,0,4.99999875,2,0,1,0,0
0.297436584,0.250389696,0.452173214,5,3.333332778,1.666666389,4.166665972,0.833333194,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,2.9999994,2.39999952,0,4.99999875,2,0,1,0,0
0.498303107,0.131334121,0.370362144,5,3.333332778,1.666666389,0,4.166665972,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,1.79999964,1.59999968,0,1.249999688,3,0,0,1,0
0.419285924,0.193973653,0.386739793,5,2.499999583,2.499999583,0.833333194,2.499999583,0,0,0,0,1.999998,0,1.999998,0,1.249999688,3.749999063,3.999998667,2.39999952,3.19999936,0,0,3,0,0,1,0
0.340905545,0.268467945,0.39062593,5,4.166665972,0.833333194,3.333332778,1.666666389,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,2.39999952,1.59999968,0,2.499999375,2,0,0.72,0.28,0
0.335199928,0.305717819,0.359081596,2,4.166665972,0.833333194,3.333332778,1.666666389,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.19999976,3.19999936,0,4.99999875,2,0,0.98,0.02,0
0.316070711,0.432368456,0.25155989,3,0.833333194,1.666666389,3.333332778,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,2.39999952,3.9999992,0,0,4,0,0,0,1
0.421358788,0.243491599,0.335148795,2,2.499999583,1.666666389,2.499999583,1.666666389,0,0,0,0,0,0,0,0,0,4.99999875,0,1.79999964,2.39999952,0,3.749999063,3,0,0,1,0
0.359330426,0.304290076,0.336378834,3,2.499999583,1.666666389,1.666666389,3.333332778,0,0,0,0,1.999998,0,0,1.999998,1.249999688,3.749999063,3.999998667,2.39999952,1.59999968,0,0,2,0,0.72,0.28,0
0.37162256,0.203632401,0.42474448,5,0.833333194,4.166665972,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,3.999998667,1.79999964,2.39999952,0,4.99999875,3,0,0.24,0.76,0
0.477405099,0.374407421,0.148186554,2,2.499999583,1.666666389,2.499999583,1.666666389,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,1.79999964,2.39999952,0,0,4,0,0,0.3,0.7
0.423187816,0.197216597,0.379594925,3,2.499999583,1.666666389,2.499999583,1.666666389,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,0,1.79999964,1.59999968,0,4.99999875,3,0,0,1,0
0.409950897,0.356758985,0.233289323,2,2.499999583,1.666666389,3.333332778,1.666666389,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,0,1.79999964,2.39999952,0,0,4,0,0,0.3,0.7
0.284844374,0.287403217,0.427751795,5,2.499999583,2.499999583,2.499999583,0,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,3.999998667,2.9999994,3.19999936,0,1.249999688,2,0,1,0,0
0.104762319,0.477467644,0.41776919,3,2.499999583,0,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,1.79999964,2.39999952,0,4.99999875,1,0.7,0.3,0,0
0.50391843,0.257111509,0.238969247,3,1.666666389,2.499999583,1.666666389,2.499999583,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,0,1.79999964,2.39999952,0,0,3,0,0,1,0
0.543630942,0.241533467,0.214834859,5,4.166665972,0.833333194,0.833333194,4.166665972,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,0,2.39999952,2.39999952,0,0,3,0,0,1,0
0,0.814411662,0.185587178,5,2.499999583,0,2.499999583,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,2.39999952,2.39999952,0,0,1,1,0,0,0
0.32831455,0.435489684,0.236194969,4,2.499999583,2.499999583,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,1.249999688,2.499999375,0,2.39999952,3.19999936,0,1.249999688,4,0,0,0,1
0.461457828,0.354974366,0.183566992,4,2.499999583,1.666666389,2.499999583,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,1.333332889,2.39999952,0.79999984,0,1.249999688,4,0,0,0.4,0.6
0.106544743,0.492309676,0.401144893,3,4.166665972,0,1.666666389,2.499999583,0,0,0,0,0,0,0,1.999998,4.99999875,0,1.333332889,1.79999964,2.39999952,0,4.99999875,1,0.86,0.14,0,0
0,0.576008242,0.423990899,3,2.499999583,0,2.499999583,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,1.79999964,2.39999952,0,4.99999875,1,1,0,0,0
0.181755231,0.512652826,0.305591062,2,4.166665972,0,4.166665972,0.833333194,0,0,0,0,1.999998,0,0,1.999998,0,2.499999375,0,1.79999964,3.19999936,0,0,1,0.76,0.14,0,0.1
0.38187193,0.440549587,0.177577651,5,4.999999167,0,2.499999583,1.666666389,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,2.39999952,3.19999936,0,0,4,0,0,0,1
0.246939318,0.249157649,0.5039025,5,2.499999583,2.499999583,2.499999583,0,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,3.999998667,2.9999994,3.19999936,0,4.99999875,2,0,1,0,0
0.371139239,0.580859182,0.048000679,5,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,0.79999984,0,0,4,0,0,0,1
0.547145578,0.210420948,0.242432736,5,4.166665972,0.833333194,0,4.166665972,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,1.333332889,2.39999952,1.59999968,0,0,3,0,0,1,0
0.709246843,0.185164511,0.105587656,4,0.833333194,4.166665972,0.833333194,1.666666389,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.79999964,1.59999968,0,0,3,0,0,1,0
0.694521746,0.150384052,0.155093232,2,0.833333194,4.166665972,0.833333194,1.666666389,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.19999976,2.39999952,0,0,3,0,0,1,0
0.556401151,0.250088747,0.193509195,3,2.499999583,2.499999583,0.833333194,1.666666389,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.79999964,3.19999936,0,0,3,0,0,1,0
0.515328969,0.252252486,0.232417775,2,1.666666389,3.333332778,2.499999583,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,1.333332889,1.19999976,3.19999936,0,0,3,0,0,1,0
0.378869909,0.441460637,0.179668535,2,1.666666389,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,1.333332889,2.39999952,1.59999968,0,0,4,0,0,0,1
0.654053928,0.199888771,0.146056388,2,0.833333194,4.166665972,0.833333194,1.666666389,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,2.39999952,2.39999952,0,0,3,0,0,1,0
0.574591609,0.247054027,0.178353249,4,3.333332778,1.666666389,0.833333194,1.666666389,0,0,0,0,0,0,0,0,0,4.99999875,0,1.19999976,2.39999952,0,0,3,0,0,1,0
0.527460876,0.165556261,0.306982224,4,0.833333194,4.166665972,0.833333194,4.166665972,0,0,0,0,0,0,0,1.999998,0,4.99999875,3.999998667,2.39999952,3.19999936,0,0,3,0,0,1,0
0.327845302,0.471776264,0.200377629,4,4.999999167,0,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,1.333332889,1.79999964,2.39999952,0,0,4,0,0,0,1
0.260282812,0.639973264,0.099742988,2,4.999999167,0,4.166665972,0,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,0,2.39999952,1.59999968,0,0,4,0.2,0,0,0.8
