v1,v2,v3,y,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,km,1,2,3,4
0.335888585,0.277731182,0.386379607,4,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,0,4.99999875,3.999998667,1.19999976,3.9999992,0,1.249999688,2,0,0.92,0.08,0
0.223550731,0.442147,0.334301591,3,2.499999583,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,1.79999964,2.39999952,0,4.99999875,2,0,1,0,0
0.252545761,0.259234082,0.488219642,2,0,4.166665972,4.999999167,0,0,0,0,0,1.999998,0,0,1.999998,1.249999688,3.749999063,3.999998667,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.140127785,0.537429728,0.322441807,2,1.666666389,3.333332778,4.999999167,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,2.666665778,2.39999952,3.19999936,0,1.249999688,1,1,0,0,0
0.2575934,0.433393271,0.309012605,3,2.499999583,2.499999583,4.999999167,0,0,0,0,0,0,0,1.999998,0,3.749999063,1.249999688,3.999998667,1.19999976,2.39999952,0,0,2,0,0.76,0,0.24
0.224272882,0.46527194,0.310454499,4,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,3.999998667,2.39999952,1.59999968,0,1.249999688,2,0.04,0.66,0,0.3
0.277706213,0.467232507,0.255060499,3,4.999999167,0,4.999999167,0,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.19999976,2.39999952,0,2.499999375,4,0,0.02,0,0.98
0.099926822,0.539640197,0.360432334,2,2.499999583,2.499999583,4.999999167,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,2.666665778,2.39999952,3.19999936,0,2.499999375,1,1,0,0,0
0.464907864,0.073131924,0.461959662,4,0,4.166665972,2.499999583,2.499999583,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,1.19999976,1.59999968,0,4.99999875,3,0,0,1,0
0.316837461,0.360571832,0.322590054,5,4.999999167,0,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,2.39999952,0,4.99999875,2,0,0.94,0,0.06
0.269914181,0.543904129,0.186180817,2,4.999999167,0,1.666666389,2.499999583,0,0,0,0,0,0,0,1.999998,1.249999688,2.499999375,0,2.9999994,3.19999936,0,0,4,0,0,0,1
0.271230753,0.329405474,0.399362963,3,2.499999583,1.666666389,2.499999583,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,0.59999988,2.39999952,0,4.99999875,2,0,1,0,0
0.085826339,0.459064366,0.455108462,3,0,1.666666389,4.166665972,0,0,0,0,0,0,0,0,0,4.99999875,0,0,2.39999952,3.19999936,0,4.99999875,1,0.52,0.48,0,0
0.264272623,0.270888817,0.464837877,5,0.833333194,1.666666389,4.166665972,0.833333194,0,0,0,0,1.999998,0,0,0,1.249999688,3.749999063,0,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.311357713,0.48729686,0.201344672,3,4.999999167,0,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,3.9999992,0,0,4,0,0,0,1
0.344730932,0.307102894,0.348165423,5,3.333332778,1.666666389,2.499999583,0,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,1.79999964,3.19999936,0,3.749999063,2,0,0.84,0.16,0
0.238729044,0.380470822,0.380799363,3,1.666666389,2.499999583,2.499999583,0,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,0,1.79999964,2.39999952,0,4.99999875,2,0,1,0,0
0.460998169,0.331618676,0.207382377,5,0.833333194,4.166665972,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,1.79999964,3.9999992,0,0,3,0,0,0.58,0.42
0.635744202,0.086619208,0.27763579,5,0.833333194,1.666666389,0,4.166665972,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,0,3,0,0,1,0
0.083299975,0.449849383,0.466850104,5,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,3.999998667,2.39999952,3.9999992,0,4.99999875,1,0.42,0.58,0,0
0.357929774,0.227875768,0.414193849,5,1.666666389,2.499999583,4.166665972,0,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,4.99999875,3,0,0.34,0.66,0
0.293621971,0.459539169,0.246838149,4,3.333332778,1.666666389,4.999999167,0,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,0,4,0,0,0,1
0.634365639,0,0.365633692,4,0,4.166665972,0,4.166665972,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,1.19999976,3.19999936,0,4.99999875,3,0,0,1,0
0.346184197,0.325478565,0.328336492,5,2.499999583,2.499999583,2.499999583,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,1.59999968,0,4.99999875,2,0,0.9,0.1,0
0,0.607325885,0.392673209,2,2.499999583,0,2.499999583,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,1.79999964,3.9999992,0,2.499999375,1,1,0,0,0
0.367943523,0.289760722,0.342295128,3,2.499999583,2.499999583,2.499999583,2.499999583,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,0,2.39999952,3.19999936,0,4.99999875,3,0,0.5,0.5,0
0.282403209,0.571499269,0.146096609,3,4.166665972,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,1.79999964,2.39999952,0,0,4,0,0,0,1
0.257020518,0.402255305,0.340723553,5,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,4.99999875,2,0,1,0,0
0.487067063,0.412141573,0.100790419,3,2.499999583,0.833333194,2.499999583,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,1.59999968,0,0,4,0,0,0.12,0.88
0.198500473,0.450638259,0.350860627,3,3.333332778,1.666666389,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,0,2.39999952,3.19999936,0,4.99999875,2,0.1,0.9,0,0
0.485909413,0.26318169,0.250908194,3,1.666666389,3.333332778,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,1.59999968,0,3.749999063,3,0,0,1,0
0.34276119,0.290034262,0.367203883,2,0.833333194,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,1.333332889,2.39999952,3.19999936,0,3.749999063,2,0,0.86,0.14,0
0.112593047,0.511220312,0.376185913,3,4.166665972,0,3.333332778,0,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,0,2.39999952,3.9999992,0,3.749999063,1,1,0,0,0
0.348603588,0.479639117,0.17175649,4,4.999999167,0,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,0,4,0,0,0,1
0.209717156,0.476102539,0.314179627,3,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,3.19999936,0,3.749999063,2,0.32,0.54,0,0.14
0.377991604,0.182025702,0.439982171,4,0.833333194,4.166665972,2.499999583,2.499999583,0,0,0,0,1.999998,0,0,1.999998,0,4.99999875,3.999998667,2.39999952,1.59999968,0,4.99999875,3,0,0.24,0.76,0
0.177393018,0.48611135,0.336494868,5,4.999999167,0,2.499999583,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,2.39999952,1.59999968,0,4.99999875,1,0.56,0.44,0,0
0.488892927,0.024161684,0.486944844,5,0.833333194,4.166665972,0,3.333332778,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,3.999998667,1.19999976,2.39999952,0,4.99999875,3,0,0,1,0
0.439234744,0.398862469,0.161901935,5,0.833333194,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,1.59999968,0,1.249999688,4,0,0,0,1
0.254708593,0.52567515,0.219615433,3,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,1.19999976,3.9999992,0,0,4,0.06,0,0,0.94
0.267063243,0.592433401,0.140502479,3,4.999999167,0,3.333332778,1.666666389,0,0,0,0,0,0,1.999998,0,3.749999063,1.249999688,0,1.79999964,2.39999952,0,0,4,0.04,0,0,0.96
0.265857954,0.564864707,0.169276545,5,3.333332778,1.666666389,4.999999167,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,2.9999994,3.19999936,0,0,4,0,0,0,1
0.29366811,0.36028144,0.346049817,2,4.999999167,0,2.499999583,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.332777266,0.49506514,0.172156787,5,4.999999167,0,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,3.19999936,0,0,4,0,0,0,1
0.146054533,0.476150414,0.377794423,2,4.166665972,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,2.9999994,3.9999992,0,4.99999875,1,0.62,0.38,0,0
0.529279964,0.140335852,0.330383471,5,1.666666389,2.499999583,0.833333194,2.499999583,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,3.749999063,3,0,0,1,0
0.333256253,0.377007579,0.28973545,2,2.499999583,1.666666389,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,3.999998667,2.39999952,0.79999984,0,1.249999688,4,0,0.58,0,0.42
0,0.650758825,0.349240525,5,4.999999167,0,4.999999167,0,0,0,0,0,1.999998,0,0,1.999998,4.99999875,0,3.999998667,2.9999994,0.79999984,0,1.249999688,1,1,0,0,0
0.233638491,0.496923633,0.26943712,4,4.166665972,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,1.59999968,0,3.749999063,4,0.14,0.24,0,0.62
0.436510831,0.285764352,0.277724134,5,4.166665972,0.833333194,2.499999583,2.499999583,0,0,0,0,1.999998,0,1.999998,0,0,4.99999875,0,2.39999952,1.59999968,0,2.499999375,3,0,0,1,0
0.276617153,0.62797976,0.095402193,4,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,1.59999968,0,0,4,0.08,0,0,0.92
0,0.606025761,0.39397344,5,4.999999167,0,1.666666389,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,1.79999964,2.39999952,0,4.99999875,1,1,0,0,0
0.265917796,0.384869963,0.349211447,3,4.166665972,0.833333194,2.499999583,0.833333194,0,0,0,0,0,0,0,0,1.249999688,3.749999063,0,2.39999952,1.59999968,0,4.99999875,2,0,1,0,0
0.170359057,0.653375264,0.176264853,3,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,0,1.999998,2.499999375,2.499999375,0,2.39999952,3.19999936,0,0,1,0.82,0,0,0.18
0.334146612,0.311479103,0.354373636,4,4.166665972,0.833333194,1.666666389,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.204313046,0.434551605,0.361134688,4,4.166665972,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.238345077,0.455596463,0.3060578,4,4.166665972,0.833333194,4.999999167,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,3.749999063,2,0,0.64,0,0.36
0.268538206,0.324612854,0.406848196,2,2.499999583,0,2.499999583,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.328546437,0.302303443,0.369149323,1,0,1.666666389,3.333332778,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,2.9999994,3.19999936,0,3.749999063,2,0,1,0,0
0.245080335,0.45632341,0.298595566,4,4.999999167,0,4.999999167,0,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,2.39999952,3.9999992,0,2.499999375,2,0,0.54,0,0.46
0.166307155,0.441749251,0.391942878,4,3.333332778,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,1.19999976,3.19999936,0,4.99999875,2,0.08,0.92,0,0
0.327005397,0.537657113,0.135336644,4,4.166665972,0.833333194,3.333332778,1.666666389,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,2.39999952,2.39999952,0,0,4,0,0,0,1
0.105007964,0.508863966,0.386127471,5,4.999999167,0,4.166665972,0.833333194,0,0,0,0,1.999998,0,1.999998,0,4.99999875,0,2.666665778,2.9999994,0,0,4.99999875,1,1,0,0,0
0.13910257,0.544776122,0.316120537,3,3.333332778,1.666666389,4.999999167,0,0,0,0,0,0,0,0,0,3.749999063,1.249999688,0,2.39999952,2.39999952,0,3.749999063,1,1,0,0,0
0.446258888,0.23025064,0.323489774,5,0,3.333332778,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,3.749999063,3,0,0,1,0
0.446258888,0.23025064,0.323489774,5,0,3.333332778,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,3.749999063,3,0,0,1,0
0.398021806,0.456629077,0.145348208,4,4.166665972,0.833333194,0.833333194,2.499999583,0,0,0,0,0,0,0,1.999998,1.249999688,3.749999063,0,2.39999952,2.39999952,0,0,4,0,0,0,1
0.446258888,0.23025064,0.323489774,5,0,3.333332778,4.999999167,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,3.749999063,3,0,0,1,0
0.553140648,0.270761226,0.1760973,4,1.666666389,3.333332778,2.499999583,2.499999583,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,1.19999976,3.19999936,0,0,3,0,0,1,0
0.38110872,0.251455591,0.367435016,4,0.833333194,4.166665972,4.999999167,0,0,0,0,0,0,0,0,0,0,4.99999875,0,2.39999952,3.19999936,0,4.99999875,3,0,0.14,0.86,0
0.237510838,0.428909314,0.333579128,5,0,3.333332778,4.999999167,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,2.39999952,3.19999936,0,3.749999063,2,0,1,0,0
0.112598823,0.712646707,0.174753378,2,2.499999583,1.666666389,4.166665972,0,0,0,0,0,0,0,0,0,4.99999875,0,0,1.79999964,2.39999952,0,0,1,0.96,0,0,0.04
0.087552,0.601053756,0.311393536,1,4.999999167,0,4.166665972,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,2.9999994,1.59999968,0,4.99999875,1,1,0,0,0
0.283810131,0.607429956,0.108758893,1,3.333332778,0,4.166665972,0,0,0,0,0,0,0,1.999998,0,2.499999375,2.499999375,0,2.39999952,1.59999968,0,0,4,0.02,0,0,0.98
0.314660277,0.400466525,0.284872435,3,2.499999583,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,0,1.999998,0,4.99999875,3.999998667,2.39999952,1.59999968,0,0,4,0,0.4,0,0.6
0,0.687518376,0.312480914,2,4.999999167,0,4.999999167,0,0,0,0,0,0,0,0,1.999998,4.99999875,0,0,2.39999952,1.59999968,0,4.99999875,1,1,0,0,0
0.256265271,0.334962288,0.408771612,3,2.499999583,0,2.499999583,0,0,0,0,0,0,0,0,1.999998,0,4.99999875,0,1.79999964,2.39999952,0,4.99999875,2,0,1,0,0
0.242147413,0.478928213,0.278923639,5,2.499999583,2.499999583,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,4.99999875,0,0,1.79999964,3.19999936,0,2.499999375,4,0.04,0.3,0,0.66
0.301241925,0.45710277,0.241654565,3,4.999999167,0,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,1.249999688,3.749999063,0,2.39999952,2.39999952,0,2.499999375,4,0,0,0,1
0.19380487,0.325209269,0.480985353,4,4.999999167,0,3.333332778,1.666666389,0,0,0,0,1.999998,0,1.999998,0,2.499999375,2.499999375,3.999998667,2.39999952,3.19999936,0,4.99999875,2,0,1,0,0
0.347011735,0.299675368,0.353312181,4,2.499999583,0.833333194,4.166665972,0,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,2.39999952,0,4.99999875,2,0,0.82,0.18,0
0.37433575,0.184557266,0.441106178,4,0,2.499999583,2.499999583,0,0,0,0,0,0,0,0,0,0,4.99999875,0,2.9999994,3.19999936,0,4.99999875,3,0,0.26,0.74,0
0.426644296,0.403572312,0.169782596,4,4.166665972,0.833333194,4.166665972,0.833333194,0,0,0,0,0,0,1.999998,0,0,4.99999875,0,2.39999952,3.19999936,0,0,4,0,0,0,1
